NUM_FATT,DATA,COD_CLIE,QUANTITA,GRUPPO,PRESTAZION,PREZZO,IVA,ENPAV
546,04/05/2018,5923,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
546,04/05/2018,5923,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
546,04/05/2018,5923,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
547,07/05/2018,6296,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
548,07/05/2018,306,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
548,07/05/2018,306,1,AMBULATORIO,TERAPIA,13.66,3.07,0.27
548,07/05/2018,306,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,25.72,5.77,0.51
549,07/05/2018,2154,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
549,07/05/2018,2154,1,AMBULATORIO,VISITA,24.11,5.41,0.48
550,07/05/2018,5187,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
551,07/05/2018,3463,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
552,07/05/2018,6353,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
553,07/05/2018,5412,1,AMBULATORIO,VISITA,24.11,5.41,0.48
553,07/05/2018,5412,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
553,07/05/2018,5412,1,AMBULATORIO,TERAPIA,17.68,3.97,0.35
554,07/05/2018,5136,1,AMBULATORIO,VISITA,24.11,5.41,0.48
554,07/05/2018,5136,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
554,07/05/2018,5136,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
554,07/05/2018,5136,1,ANALISI,PROFILO BIOCHIMICO 15+ ELETTROLITI,40.18,9.02,0.80
554,07/05/2018,5136,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
554,07/05/2018,5136,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
555,07/05/2018,1484,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
556,08/05/2018,6354,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
557,08/05/2018,2783,1,AMBULATORIO,VISITA+ES. COPROLOGICO,32.15,7.21,0.64
557,08/05/2018,2783,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
558,08/05/2018,1966,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
558,08/05/2018,1966,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
558,08/05/2018,1966,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
558,08/05/2018,1966,1,AMBULATORIO,INDAGINE XGRAFICA,40.18,9.02,0.80
558,08/05/2018,1966,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
559,08/05/2018,6277,1,VACCINAZIONI,VACCINO VERSIFEL CVR,32.15,7.21,0.64
560,08/05/2018,5215,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,26.52,5.95,0.53
560,08/05/2018,5215,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
561,08/05/2018,2300,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
562,08/05/2018,3418,1,AMBULATORIO,RILASCIO RICETTA,8.04,1.80,0.16
563,08/05/2018,6330,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
564,08/05/2018,5762,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
564,08/05/2018,5762,1,AMBULATORIO,SOMMINISTRAZIONE,14.46,3.25,0.29
565,09/05/2018,6052,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
566,09/05/2018,6132,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
567,09/05/2018,3282,1,AMBULATORIO,VISITA,24.11,5.41,0.48
567,09/05/2018,3282,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
567,09/05/2018,3282,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
567,09/05/2018,3282,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
567,09/05/2018,3282,1,AMBULATORIO,TERAPIA,5.63,1.26,0.11
568,09/05/2018,5379,1,VACCINAZIONI,NOBIVAC RABBIA,40.18,9.02,0.80
569,09/05/2018,3736,1,CHIRURGIA,INTERVENTO CHIRURGICO + ANESTESIA,200.90,45.08,4.02
569,09/05/2018,3736,1,AMBULATORIO,TERAPIA,24.11,5.41,0.48
570,09/05/2018,2796,1,AMBULATORIO,VISITA,24.11,5.41,0.48
571,09/05/2018,4298,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
572,09/05/2018,3292,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
573,09/05/2018,2440,1,AMBULATORIO,VISITA + TERAPIA,28.13,6.31,0.56
573,09/05/2018,2440,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
574,10/05/2018,6254,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
574,10/05/2018,6254,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,8.04,1.80,0.16
575,10/05/2018,5219,1,AMBULATORIO,VISITA + TERAPIA,40.18,9.02,0.80
575,10/05/2018,5219,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
576,10/05/2018,6345,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
576,10/05/2018,6345,1,AMBULATORIO,TERAPIA,16.07,3.61,0.32
576,10/05/2018,6345,1,AMBULATORIO,ESAME COPROLOGICO,8.04,1.80,0.16
577,10/05/2018,6266,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
578,10/05/2018,6331,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
579,10/05/2018,4718,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
580,11/05/2018,6316,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
581,11/05/2018,6355,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
581,11/05/2018,6355,1,ANALISI,PROFILO RENALE + PRELIEVO,16.07,3.61,0.32
581,11/05/2018,6355,1,AMBULATORIO,SOMMINISTRAZIONE,4.82,1.08,0.10
582,11/05/2018,6156,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
582,11/05/2018,6156,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
582,11/05/2018,6156,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
582,11/05/2018,6156,1,ANALISI,ESAME DELLE URINE CON SEDIMENTO,16.07,3.61,0.32
583,11/05/2018,6058,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
583,11/05/2018,6058,1,ANALISI,PROFILO RENALE + PRELIEVO,16.07,3.61,0.32
582,11/05/2018,6156,1,AMBULATORIO,VISITA + TERAPIA,40.18,9.02,0.80
584,11/05/2018,1633,1,AMBULATORIO,VISITA + TERAPIA,28.13,6.31,0.56
584,11/05/2018,1633,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
585,11/05/2018,5688,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
586,14/05/2018,842,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
587,14/05/2018,6350,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
588,14/05/2018,5675,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
589,14/05/2018,5970,1,VACCINAZIONI,NOBIVAC MYXO-RHD,48.22,10.82,0.96
590,14/05/2018,5473,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
590,14/05/2018,5473,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
590,14/05/2018,5473,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
591,14/05/2018,5543,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
592,14/05/2018,1484,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
593,14/05/2018,105,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
594,14/05/2018,6321,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
595,14/05/2018,6356,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
595,14/05/2018,6356,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
596,14/05/2018,4374,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
597,15/05/2018,4000,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
597,15/05/2018,4000,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
597,15/05/2018,4000,1,AMBULATORIO,VISITA,24.11,5.41,0.48
598,15/05/2018,6185,1,AMBULATORIO,VISITA + TERAPIA,25.72,5.77,0.51
599,15/05/2018,2242,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
599,15/05/2018,2242,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
600,15/05/2018,6347,1,ANALISI,ESAME CITOLOGICO,28.13,6.31,0.56
600,15/05/2018,6347,1,AMBULATORIO,TERAPIA,4.02,0.90,0.08
601,15/05/2018,5215,1,ANALISI,ESAME CITOLOGICO,28.13,6.31,0.56
602,15/05/2018,6358,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
603,15/05/2018,6355,1,ANESTESIA,ANESTESIA,104.47,23.44,2.09
603,15/05/2018,6355,1,AMBULATORIO,ESAME ECOGRAFICO,96.43,21.64,1.93
604,15/05/2018,6328,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
605,15/05/2018,6058,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
605,15/05/2018,6058,1,AMBULATORIO,TERAPIA E.V.,16.07,3.61,0.32
606,16/05/2018,6303,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
606,16/05/2018,6303,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
606,16/05/2018,6303,1,AMBULATORIO,VISITA,24.11,5.41,0.48
607,16/05/2018,5922,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
608,16/05/2018,6341,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
609,16/05/2018,265,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
609,16/05/2018,265,1,ANALISI,PROFILO BIOCHIMICO 15+ ELETTROLITI,40.18,9.02,0.80
610,16/05/2018,6329,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
611,16/05/2018,6099,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
612,17/05/2018,6360,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
613,17/05/2018,5574,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
613,17/05/2018,5574,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
614,17/05/2018,6361,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
615,17/05/2018,4303,1,AMBULATORIO,VISITA,24.11,5.41,0.48
615,17/05/2018,4303,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
615,17/05/2018,4303,1,ANALISI,PROFILO BIOCHIMICO 15+ ELETTROLITI,40.18,9.02,0.80
615,17/05/2018,4303,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
615,17/05/2018,4303,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
616,17/05/2018,5312,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
617,17/05/2018,6351,1,AMBULATORIO,APPLICAZIONE MICROCHIP,16.07,3.61,0.32
618,17/05/2018,3653,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,22.50,5.05,0.45
619,17/05/2018,6362,1,AMBULATORIO,VISITA,24.11,5.41,0.48
619,17/05/2018,6362,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
619,17/05/2018,6362,1,ANALISI,PROFILO BIOCHIMICO 15+ ELETTROLITI,40.18,9.02,0.80
620,17/05/2018,6310,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
621,17/05/2018,2621,1,AMBULATORIO,VISITA,24.11,5.41,0.48
621,17/05/2018,2621,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
621,17/05/2018,2621,1,ANALISI,PROFILO BIOCHIMICO 15+ ELETTROLITI,40.18,9.02,0.80
621,17/05/2018,2621,1,AMBULATORIO,INDAGINE XGRAFICA,40.18,9.02,0.80
621,17/05/2018,2621,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
622,18/05/2018,1150,1,AMBULATORIO,EUTANASIA + SMALTIMENTO CARCASSA,80.36,18.03,1.61
623,18/05/2018,6362,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
624,18/05/2018,3747,1,AMBULATORIO,VISITA,24.11,5.41,0.48
624,18/05/2018,3747,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
624,18/05/2018,3747,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
624,18/05/2018,3747,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
624,18/05/2018,3747,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
624,18/05/2018,3747,2,ANALISI,ESAME DELLE URINE,16.07,3.61,0.32
624,18/05/2018,3747,1,AMBULATORIO,TERAPIA,12.06,2.70,0.24
625,18/05/2018,5191,1,AMBULATORIO,VISITA,24.11,5.41,0.48
625,18/05/2018,5191,1,AMBULATORIO,TERAPIA,9.65,2.16,0.19
626,18/05/2018,6363,1,AMBULATORIO,ESAME COPROLOGICO,8.04,1.80,0.16
627,21/05/2018,794,1,AMBULATORIO,VISITA,24.11,5.41,0.48
627,21/05/2018,794,1,ANALISI,PROFILO BIOCHIMICO 15+ ELETTROLITI,40.18,9.02,0.80
627,21/05/2018,794,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
628,21/05/2018,6364,1,AMBULATORIO,VISITA + TERAPIA,28.13,6.31,0.56
628,21/05/2018,6364,1,AMBULATORIO,INDAGINE XGRAFICA,24.11,5.41,0.48
629,21/05/2018,6365,1,AMBULATORIO,VISITA + TERAPIA,44.20,9.92,0.88
630,21/05/2018,6366,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
631,21/05/2018,6035,1,VACCINAZIONI,NOBIVAC MYXO-RHD,48.22,10.82,0.96
632,21/05/2018,3077,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
632,21/05/2018,3077,1,ANALISI,CONTROLLO GLICEMICO GIORNALIERO (2 TEST),16.07,3.61,0.32
633,21/05/2018,6339,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
634,22/05/2018,6269,1,AMBULATORIO,EUTANASIA + SMALTIMENTO CARCASSA,80.36,18.03,1.61
635,22/05/2018,5827,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
635,22/05/2018,5827,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,26.52,5.95,0.53
636,22/05/2018,6368,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
636,22/05/2018,6368,1,ANALISI,PROFILO BIOCHIMICO 10,20.09,4.51,0.40
636,22/05/2018,6368,1,ANESTESIA,ANESTESIA,80.36,18.03,1.61
636,22/05/2018,6368,1,CHIRURGIA,ASPORTAZIONE NODULO CUTE,120.54,27.05,2.41
636,22/05/2018,6368,1,ANALISI,ESAME ISTOLOGICO,80.36,18.03,1.61
637,23/05/2018,3944,1,AMBULATORIO,EUTANASIA + SMALTIMENTO CARCASSA,80.36,18.03,1.61
638,23/05/2018,6369,1,AMBULATORIO,VISITA,24.11,5.41,0.48
638,23/05/2018,6369,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
639,23/05/2018,5008,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
639,23/05/2018,5008,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
639,23/05/2018,5008,1,AMBULATORIO,VISITA,24.11,5.41,0.48
640,23/05/2018,3266,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
640,23/05/2018,3266,1,ANALISI,ESAME CITOLOGICO,28.13,6.31,0.56
641,23/05/2018,6338,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
642,23/05/2018,4399,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
643,24/05/2018,6185,1,AMBULATORIO,VISITA + TERAPIA,25.72,5.77,0.51
644,24/05/2018,3642,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
645,24/05/2018,6249,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
646,24/05/2018,2765,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
647,24/05/2018,6259,1,AMBULATORIO,VISITA,24.11,5.41,0.48
647,24/05/2018,6259,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
647,24/05/2018,6259,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
648,25/05/2018,794,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
648,25/05/2018,794,1,AMBULATORIO,TERAPIA,18.48,4.15,0.37
648,25/05/2018,794,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
649,25/05/2018,6259,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
649,25/05/2018,6259,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
650,25/05/2018,6370,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
651,28/05/2018,6320,1,AMBULATORIO,PRELIEVO PER INDAGINE GENETICA,16.07,3.61,0.32
651,28/05/2018,6320,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
651,28/05/2018,6320,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,30.54,6.85,0.61
652,28/05/2018,4302,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
653,28/05/2018,3899,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
654,28/05/2018,4234,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
655,28/05/2018,6367,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
656,29/05/2018,5236,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
656,29/05/2018,5236,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
656,29/05/2018,5236,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
657,29/05/2018,265,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
657,29/05/2018,265,1,AMBULATORIO,TERAPIA,10.45,2.34,0.21
657,29/05/2018,265,1,AMBULATORIO,VISITA,24.11,5.41,0.48
657,29/05/2018,265,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
658,29/05/2018,6371,1,AMBULATORIO,VISITA,24.11,5.41,0.48
659,29/05/2018,82,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
660,29/05/2018,4872,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
660,29/05/2018,4872,1,ANALISI,PROFILO BIOCHIMICO 15,28.13,6.31,0.56
660,29/05/2018,4872,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
660,29/05/2018,4872,1,AMBULATORIO,INDAGINE XGRAFICA,32.15,7.21,0.64
660,29/05/2018,4872,1,ANALISI,PROFILO TIROIDEO IN SERVICE,40.18,9.02,0.80
661,30/05/2018,3077,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
662,30/05/2018,6355,1,AMBULATORIO,VISITA + TERAPIA,29.74,6.67,0.59
663,30/05/2018,3173,1,AMBULATORIO,VISITA,24.11,5.41,0.48
663,30/05/2018,3173,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
663,30/05/2018,3173,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
664,30/05/2018,6374,1,AMBULATORIO,VISITA,24.11,5.41,0.48
664,30/05/2018,6374,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
665,30/05/2018,4037,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
663,30/05/2018,3173,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
666,30/05/2018,5236,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
666,30/05/2018,5236,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
667,30/05/2018,6373,1,AMBULATORIO,VISITA,24.11,5.41,0.48
667,30/05/2018,6373,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
667,30/05/2018,6373,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
667,30/05/2018,6373,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
668,30/05/2018,2694,1,AMBULATORIO,VISITA+ SEDAZIONE,48.22,10.82,0.96
669,31/05/2018,6132,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,26.52,5.95,0.53
670,31/05/2018,3747,1,AMBULATORIO,INDAGINE XGRAFICA,40.18,9.02,0.80
671,31/05/2018,2785,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
672,31/05/2018,3794,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
673,31/05/2018,4243,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
673,31/05/2018,4243,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
673,31/05/2018,4243,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
674,01/06/2018,4230,1,AMBULATORIO,RILASCIO RICETTA,8.04,1.80,0.16
675,01/06/2018,6376,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
676,01/06/2018,4263,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
677,01/06/2018,849,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
678,01/06/2018,4620,1,AMBULATORIO,VISITA+ SEDAZIONE,48.22,10.82,0.96
679,01/06/2018,4395,1,ANALISI,TEST ANGIO DETECT,28.13,6.31,0.56
680,01/06/2018,5615,1,AMBULATORIO,VISITA+ SEDAZIONE,48.22,10.82,0.96
681,01/06/2018,5730,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,30.54,6.85,0.61
682,01/06/2018,6375,1,AMBULATORIO,VISITA + TERAPIA,28.13,6.31,0.56
682,01/06/2018,6375,1,ANALISI,TEST PARVOVIROSI,20.09,4.51,0.40
683,04/06/2018,3734,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
683,04/06/2018,3734,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
684,04/06/2018,1966,1,AMBULATORIO,VISITA + TERAPIA,68.30,15.33,1.37
685,04/06/2018,389,1,ANALISI,ESAME CITOLOGICO,28.13,6.31,0.56
686,04/06/2018,6353,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
687,04/06/2018,2364,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
687,04/06/2018,2364,1,ANALISI,ESAME CITOLOGICO,28.13,6.31,0.56
688,04/06/2018,6361,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
689,04/06/2018,6283,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
690,04/06/2018,6275,1,AMBULATORIO,PRESCRIZIONE PER PROSEGUIMENTO TERAPIA,8.04,1.80,0.16
691,04/06/2018,6377,1,AMBULATORIO,VISITA + TERAPIA,40.18,9.02,0.80
692,04/06/2018,5800,1,AMBULATORIO,VISITA,24.11,5.41,0.48
693,04/06/2018,5827,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
694,04/06/2018,5769,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
694,04/06/2018,5769,1,AMBULATORIO,SOMMINISTRAZIONE,5.23,1.17,0.10
695,05/06/2018,4037,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
696,05/06/2018,6303,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
697,05/06/2018,6354,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
698,05/06/2018,6332,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
699,05/06/2018,2728,1,AMBULATORIO,VISITA,24.11,5.41,0.48
699,05/06/2018,2728,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
700,05/06/2018,6330,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
701,05/06/2018,6379,1,AMBULATORIO,VISITA,24.11,5.41,0.48
701,05/06/2018,6379,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
701,05/06/2018,6379,1,ANALISI,PROFILO BIOCHIMICO 15,32.15,7.21,0.64
702,06/06/2018,3173,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
703,06/06/2018,5905,1,AMBULATORIO,VISITA,24.11,5.41,0.48
703,06/06/2018,5905,1,AMBULATORIO,SOMMINISTRAZIONE,5.63,1.26,0.11
704,06/06/2018,6380,1,AMBULATORIO,VISITA,32.15,7.21,0.64
704,06/06/2018,6380,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
705,06/06/2018,2576,1,AMBULATORIO,VISITA,24.11,5.41,0.48
705,06/06/2018,2576,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
705,06/06/2018,2576,1,ANALISI,PROFILO BIOCHIMICO 10+ELETTROLITI,32.15,7.21,0.64
705,06/06/2018,2576,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
706,07/06/2018,6132,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
707,07/06/2018,2948,1,AMBULATORIO,VISITA + TERAPIA,32.15,7.21,0.64
708,07/06/2018,5644,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
709,07/06/2018,3292,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
710,07/06/2018,2576,1,AMBULATORIO,INDAGINE XGRAFICA,40.18,9.02,0.80
711,07/06/2018,6382,1,AMBULATORIO,VISITA,24.11,5.41,0.48
712,07/06/2018,3866,1,VACCINAZIONI,NOBIVAC RABBIA,40.18,9.02,0.80
713,07/06/2018,4615,1,AMBULATORIO,VISITA,24.11,5.41,0.48
714,07/06/2018,6204,1,VACCINAZIONI,NOBIVAC RABBIA,40.18,9.02,0.80
715,07/06/2018,6373,1,AMBULATORIO,TERAPIA,25.72,5.77,0.51
